Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
MTOR,"Meritor, Inc.",16.11,1420757622,n/a,Capital Goods,Auto Parts:O.E.M.
MER^K,"Merrill Lynch & Co., Inc.",25.82,0,n/a,n/a,n/a
MER^P,"Merrill Lynch & Co., Inc.",26.2,0,n/a,n/a,n/a
PIY,"Merrill Lynch Depositor, Inc.",25.2,0,n/a,Finance,Finance: Consumer Services
MTR,Mesa Royalty Trust,13.7,25531183,n/a,Energy,Oil & Gas Production
MSB,Mesabi Trust,15.02,197062550.2,n/a,Basic Industries,Precious Metals
MEI,"Methode Electronics, Inc.",42.3,1556102832,n/a,Capital Goods,Electrical Products
MET,"MetLife, Inc.",51.12,55580576358,2000,Finance,Life Insurance
MET^A,"MetLife, Inc.",25.07,0,n/a,n/a,n/a
MTD,"Mettler-Toledo International, Inc.",473.87,12275880986,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MXE,"Mexico Equity and Income Fund, Inc. (The)",11.22,82463813.52,n/a,n/a,n/a
MXF,"Mexico Fund, Inc. (The)",16.65,250213036.5,n/a,n/a,n/a
MFA,"MFA Financial, Inc.",8.14,3034929973,n/a,Consumer Services,Real Estate Investment Trusts
MFA^B,"MFA Financial, Inc.",25.3,0,n/a,n/a,n/a
MFO,"MFA Financial, Inc.",25.53,0,n/a,Consumer Services,Real Estate Investment Trusts
MFCB,MFC Bancorp Ltd.,1.56,97799944.32,n/a,Finance,Commercial Banks
MCR,MFS Charter Income Trust,8.68,447029956,1989,n/a,n/a
MGF,MFS Government Markets Income Trust,4.97,162027551.5,1987,n/a,n/a
MIN,MFS Intermediate Income Trust,4.34,510959805.2,1988,n/a,n/a
MMT,MFS Multimarket Income Trust,6.12,458429444.6,1987,n/a,n/a
MFM,MFS Municipal Income Trust,7.08,291608427.5,1986,n/a,n/a
MFV,MFS Special Value Trust,5.89,41727510.63,n/a,n/a,n/a
MTG,MGIC Investment Corporation,10.6,3614495283,1991,Finance,Property-Casualty Insurers
MGP,MGM Growth Properties LLC,27.99,1609425000,2016,Consumer Services,Real Estate Investment Trusts
MGM,MGM Resorts International,27.19,15612452647,n/a,Consumer Services,Hotels/Resorts
NETS,Netshoes (Cayman) Limited,14.5,0,2017,n/a,n/a
KORS,Michael Kors Holdings Limited,37.56,6101434651,2011,Consumer Non-Durables,Apparel
MAA,"Mid-America Apartment Communities, Inc.",101.09,11478287402,1994,Consumer Services,Real Estate Investment Trusts
MAA^I,"Mid-America Apartment Communities, Inc.",65.105,0,n/a,n/a,n/a
MEP,"Midcoast Energy Partners, L.P.",8.05,364021901.6,2013,Public Utilities,Oil & Gas Production
MSL,MidSouth Bancorp,14.35,163224333.3,n/a,Finance,Major Banks
MCRN,Milacron Holdings Corp.,17.56,1200519551,2015,Technology,Industrial Machinery/Components
MLR,"Miller Industries, Inc.",23.65,268426554,n/a,Capital Goods,Construction/Ag Equipment/Trucks
HIE,Miller/Howard High Income Equity Fund,13.7,183825558.8,2014,n/a,n/a
MTX,Minerals Technologies Inc.,73.15,2565917077,1992,Basic Industries,Major Chemicals
MP^D,Mississippi Power Company,25.43,0,n/a,n/a,n/a
MG,Mistras Group Inc,20.54,588915403.4,2009,Consumer Services,Military/Government/Technical
MTU,Mitsubishi UFJ Financial Group Inc,5.96,80040599312,n/a,Finance,Commercial Banks
MIXT,MiX Telematics Limited,6.4599,145285476.6,2013,Technology,Computer Software: Prepackaged Software
MFG,"Mizuho Financial Group, Inc.",3.49,44264083233,n/a,Finance,Major Banks
MBT,Mobile TeleSystems OJSC,10.47,10817674997,n/a,Public Utilities,Telecommunications Equipment
MBLY,Mobileye N.V.,61.84,13731202135,2014,Technology,Computer Software: Prepackaged Software
MODN,"Model N, Inc.",10.35,291597629.4,2013,Technology,"Computer Software: Programming, Data Processing"
MOD,Modine Manufacturing Company,10.3,515733607.2,n/a,Capital Goods,Auto Parts:O.E.M.
MC,Moelis & Company,34.85,907500203.3,2014,Finance,Investment Managers
MHK,"Mohawk Industries, Inc.",229.75,17070882432,n/a,Consumer Durables,Home Furnishings
MOH,Molina Healthcare Inc,47.67,2718554029,2003,Health Care,Medical Specialities
TAP,Molson Coors Brewing  Company,94.56,15391902348,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
TAP.A,Molson Coors Brewing  Company,n/a,0,n/a,n/a,n/a
MNR,Monmouth Real Estate Investment Corporation,14.65,1046460180,n/a,Consumer Services,Real Estate Investment Trusts
MNR^B,Monmouth Real Estate Investment Corporation,25.41,0,n/a,n/a,n/a
MNR^C,Monmouth Real Estate Investment Corporation,25.08,0,n/a,n/a,n/a
MORE          ,"Monogram Residential Trust, Inc.",10.12,1688749255,n/a,Consumer Services,Real Estate Investment Trusts
MON,Monsanto Company,115.77,50800760830,n/a,Basic Industries,Agricultural Chemicals
MCO,Moody&#39;s Corporation,112.43,21476323734,n/a,Finance,Finance: Consumer Services
MOG.A,Moog Inc.,n/a,0,n/a,n/a,n/a
MOG.B,Moog Inc.,n/a,0,n/a,n/a,n/a
MS,Morgan Stanley,40.69,75373057940,n/a,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley,23.34,0,n/a,n/a,n/a
MS^E,Morgan Stanley,29.59,0,n/a,n/a,n/a
MS^F,Morgan Stanley,28.74,0,n/a,n/a,n/a
MS^G,Morgan Stanley,26.8,0,n/a,n/a,n/a
MS^I,Morgan Stanley,27.7,0,n/a,n/a,n/a
MS^K,Morgan Stanley,26.32,0,n/a,n/a,n/a
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",15.4,211356684,n/a,n/a,n/a
CAF,Morgan Stanley China A Share Fund Inc.,19.35,423406347.8,2006,n/a,n/a
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.62,202233804.5,1993,n/a,n/a
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7.76,520896208,2007,n/a,n/a
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",14.94,215315623.6,1991,n/a,n/a
IIF,"Morgan Stanley India Investment Fund, Inc.",32.65,470751618,1994,n/a,n/a
MOS,Mosaic Company (The),27.46,9638620147,n/a,Basic Industries,Agricultural Chemicals
MSI,"Motorola Solutions, Inc.",82.34,13494932082,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
MOV,Movado Group Inc.,22.95,526735548,n/a,Consumer Non-Durables,Consumer Specialties
MPLX,MPLX LP,36.31,13587525704,2012,Energy,Natural Gas Distribution
MRC,MRC Global Inc.,18.16,1725837053,2012,Capital Goods,Industrial Machinery/Components
ICB,"MS Income Securities, Inc.",18.1207,162421904.5,n/a,n/a,n/a
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,16,0,n/a,Finance,Finance: Consumer Services
MSA,MSA Safety Incorporporated,66.79,2522451719,n/a,Health Care,Industrial Specialties
MSM,"MSC Industrial Direct Company, Inc.",89.23,5080586663,1995,Capital Goods,Industrial Machinery/Components
MSCI,MSCI Inc,96.26,8706776296,n/a,Miscellaneous,Business Services
MSG,MSG Networks Inc.,197.08,4722561033,2015,Consumer Services,Services-Misc. Amusement & Recreation
MSGN,MSG Networks Inc.,24.3,1824255481,n/a,Consumer Services,Television Services
MLI,"Mueller Industries, Inc.",32.21,1855363061,n/a,Capital Goods,Metal Fabrications
MWA,MUELLER WATER PRODUCTS,11.7,1898473017,2006,Capital Goods,Metal Fabrications
MULE,"MuleSoft, Inc.",22.2,2797013009,2017,Technology,Computer Software: Prepackaged Software
MPSX,Multi Packaging Solutions International Limited,17.93,1393079203,2015,Consumer Durables,Containers/Packaging
MUR,Murphy Oil Corporation,27.56,4755337196,n/a,Energy,Oil & Gas Production
MUSA,Murphy USA Inc.,74.14,2732149525,2013,Consumer Durables,Automotive Aftermarket
MVO,MV Oil Trust,7,80500000,2007,Energy,Oil & Gas Production
MVC,"MVC Capital, Inc.",8.9,200752066.8,n/a,n/a,n/a
MVCB,"MVC Capital, Inc.",25.4946,0,n/a,n/a,n/a
MYE,"Myers Industries, Inc.",15.7,471653795.1,n/a,Consumer Non-Durables,Plastic Products
MYOV,Myovant Sciences Ltd.,11.49,692339383.3,2016,Health Care,Major Pharmaceuticals
NBR,Nabors Industries Ltd.,12.83,3660994440,n/a,Energy,Oil & Gas Production
NC,"NACCO Industries, Inc.",76.8,524610278.4,n/a,Consumer Durables,Consumer Electronics/Appliances
NTP,Nam Tai Property Inc.,7.35,267883178.9,n/a,Finance,Real Estate
NTEST,NASDAQ TEST STOCK,25.7,0,n/a,n/a,n/a
NTEST.A,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a
NTEST.B,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a
NTEST.C,NASDAQ TEST STOCK,n/a,0,n/a,n/a,n/a
NBHC,National Bank Holdings Corporation,31.13,842749461.1,2012,Finance,Major Banks
NFG,National Fuel Gas Company,53.32,4549841828,n/a,Public Utilities,Oil/Gas Transmission
NGG,"National Grid Transco, PLC",64.71,50784900896,n/a,Public Utilities,Natural Gas Distribution
NHI,"National Health Investors, Inc.",74.19,2976274740,n/a,Consumer Services,Real Estate Investment Trusts
NOV,"National Oilwell Varco, Inc.",37.71,14331947509,n/a,Energy,Metal Fabrications
NPK,"National Presto Industries, Inc.",99.5,691901110,n/a,Capital Goods,Ordnance And Accessories
NNN,National Retail Properties,44.76,6642678431,n/a,Consumer Services,Real Estate Investment Trusts
NNN^E,National Retail Properties,25.56,0,n/a,n/a,n/a
NNN^F,National Retail Properties,23.95,0,n/a,n/a,n/a
SID,National Steel Company,2.34,3175691330,n/a,Capital Goods,Steel/Iron Ore
NSA,National Storage Affiliates Trust,25.39,1098368226,2015,Consumer Services,Real Estate Investment Trusts
NSM,Nationstar Mortgage Holdings Inc.,16.09,1573668500,2012,Finance,Finance: Consumer Services
NW^C,Natl Westminster Pfd,26.12,0,n/a,Finance,Commercial Banks
NGS,"Natural Gas Services Group, Inc.",28,361417756,2002,Energy,Oilfield Services/Equipment
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",10.53,236461437.8,2012,Consumer Services,Food Chains
NRP,Natural Resource Partners LP,35.15,429955010.9,2002,Energy,Coal Mining
NTZ,"Natuzzi, S.p.A.",3.07,168398848.2,1993,Consumer Durables,Home Furnishings
NLS,"Nautilus Group, Inc. (The)",17,522091505,n/a,Consumer Non-Durables,Recreational Products/Toys
NCI,"Navigant Consulting, Inc.",22.21,1042106926,n/a,Consumer Services,Professional Services
NVGS,Navigator Holdings Ltd.,13.5,748387174.5,2013,Transportation,Marine Transportation
NNA,Navios Maritime Acquisition Corporation,1.66,252291763.4,n/a,Transportation,Marine Transportation
NM,Navios Maritime Holdings Inc.,1.78,208487476.9,n/a,Transportation,Marine Transportation
NM^G,Navios Maritime Holdings Inc.,17.6,0,n/a,n/a,n/a
NM^H,Navios Maritime Holdings Inc.,17.2,0,n/a,n/a,n/a
NAP,Navios Maritime Midstream Partners LP,11.55,241709772.2,2014,n/a,n/a
NMM,Navios Maritime Partners LP,2.07,179188210.7,2007,Transportation,Marine Transportation
NAV,Navistar International Corporation,22.89,2242131168,n/a,Capital Goods,Auto Manufacturing
NAV^D,Navistar International Corporation,10.21,0,n/a,Capital Goods,Auto Manufacturing
NCS,"NCI Building Systems, Inc.",16.1,1140969954,n/a,Capital Goods,Metal Fabrications
NCR,NCR Corporation,43.26,5194031021,n/a,Miscellaneous,Office Equipment/Supplies/Services
NP,"Neenah Paper, Inc.",74,1243570000,n/a,Basic Industries,Paper
NEFF,Neff Corporation,18.7,620018172.4,2014,Technology,Diversified Commercial Services
NNI,"Nelnet, Inc.",43.12,1815522065,2003,Finance,Finance: Consumer Services
NPTN,NeoPhotonics Corporation,8.1,345396425.4,2011,Technology,Semiconductors
NSR,"Neustar, Inc.",33.2,1831049620,2005,Consumer Services,Telecommunications Equipment
NVRO,Nevro Corp.,87.5,2553530175,2014,Health Care,Medical/Dental Instruments
HYB,"New America High Income Fund, Inc. (The)",9.35,218499383.3,1988,n/a,n/a
GF,"New Germany Fund, Inc. (The)",14.96,235630681.4,1990,n/a,n/a
NWHM,New Home Company Inc. (The),10.49,218857055.5,2014,Capital Goods,Homebuilding
IRL,"New Ireland Fund, Inc. (The)",13.09,69869419.62,1990,n/a,n/a
NEWM,New Media Investment Group Inc.,13.66,730424951.9,2014,Consumer Services,Newspapers/Magazines
NMFC,New Mountain Finance Corporation,14.4,1003936522,2011,n/a,n/a
EDU,"New Oriental Education & Technology Group, Inc.",59.39,9350325788,2006,Consumer Services,Other Consumer Services
NEWR,"New Relic, Inc.",38.34,2023751212,2014,Technology,Computer Software: Prepackaged Software
NRZ,New Residential Investment Corp.,17.42,5353760318,n/a,Consumer Services,Real Estate Investment Trusts
SNR,New Senior Investment Group Inc.,10.5,862482768,2014,Consumer Services,Real Estate Investment Trusts
NWY,"New York & Company, Inc.",1.72,110848965.6,2004,Consumer Services,Clothing/Shoe/Accessory Stores
NYCB,"New York Community Bancorp, Inc.",13.43,6560046231,n/a,Finance,Banks
NYCB^A,"New York Community Bancorp, Inc.",27.53,0,n/a,n/a,n/a
NYCB^U,"New York Community Bancorp, Inc.",50.45,0,n/a,n/a,n/a
NYRT,"New York REIT, Inc.",9.68,1625250665,2014,Consumer Services,Real Estate Investment Trusts
NYT,New York Times Company (The),14.25,2301536837,n/a,Consumer Services,Newspapers/Magazines
NWL,Newell Brands Inc.,46.02,22231798533,n/a,Consumer Non-Durables,Plastic Products
NFX,Newfield Exploration Company,35.39,7041419834,1993,Energy,Oil & Gas Production
NJR,NewJersey Resources Corporation,39.7,3426634516,n/a,Public Utilities,Oil/Gas Transmission
NEU,NewMarket Corporation,444.99,5274331638,n/a,Basic Industries,Major Chemicals
NEM,Newmont Mining Corporation,34.5,18336719123,n/a,Basic Industries,Precious Metals
NR,"Newpark Resources, Inc.",7.95,673935142.2,n/a,Energy,Metal Fabrications
NXRT,"NexPoint Residential Trust, Inc.",24.91,524197794.8,2015,Consumer Services,Real Estate Investment Trusts
NEP,"NextEra Energy Partners, LP",32.7,1773899954,2014,Public Utilities,Electric Utilities: Central
NEE,"NextEra Energy, Inc.",130.77,61222385330,n/a,Public Utilities,Electric Utilities: Central
NEE^C,"NextEra Energy, Inc.",25.75,0,n/a,n/a,n/a
NEE^G,"NextEra Energy, Inc.",25.34,0,n/a,n/a,n/a
NEE^H,"NextEra Energy, Inc.",25.1181,0,n/a,n/a,n/a
NEE^I,"NextEra Energy, Inc.",24.835,0,n/a,n/a,n/a
NEE^J,"NextEra Energy, Inc.",24.62,0,n/a,n/a,n/a
NEE^K,"NextEra Energy, Inc.",24.53,0,n/a,n/a,n/a
NEE^Q,"NextEra Energy, Inc.",60.56,0,n/a,n/a,n/a
NEE^R,"NextEra Energy, Inc.",51.63,0,n/a,n/a,n/a
NGL,NGL ENERGY PARTNERS LP,21.7,2390658794,2011,Energy,Oil Refining/Marketing
NMK^B,"Niagara Mohawk Holdings, Inc.",97.1,0,n/a,Public Utilities,Power Generation
NMK^C,"Niagara Mohawk Holdings, Inc.",99.31,0,n/a,Public Utilities,Power Generation
NLSN,Nielsen N.V.,41.03,14659367608,2011,Miscellaneous,Business Services
NKE,"Nike, Inc.",55.34,91353420988,n/a,Consumer Non-Durables,Shoe Manufacturing
NMBL,"Nimble Storage, Inc.",12.49,1147831000,2013,Technology,Electronic Components
NI,"NiSource, Inc",23.78,7697679170,n/a,Public Utilities,Power Generation
NL,"NL Industries, Inc.",6.95,338505893.8,n/a,Basic Industries,Major Chemicals
NOAH,Noah Holdings Ltd.,25.92,1455228530,2010,Finance,Investment Managers
NE,Noble Corporation,5.59,1367772380,n/a,Energy,Oil & Gas Production
NBL,Noble Energy Inc.,34.92,15207027704,n/a,Energy,Oil & Gas Production
NBLX,Noble Midstream Partners LP,50,1590258400,2016,Energy,Natural Gas Distribution
NOK,Nokia Corporation,5.22,30464207163,1994,Technology,Radio And Television Broadcasting And Communications Equipment
NOMD,Nomad Foods Limited,11.26,2050317884,2016,Consumer Non-Durables,Packaged Foods
NMR,Nomura Holdings Inc ADR,5.86,20646009317,n/a,Finance,Investment Bankers/Brokers/Service
OSB,Norbord Inc.,29.95,2577862480,n/a,Basic Industries,Forest Products
NORD,"Nord Anglia Education, Inc.",27.68,2882319452,2014,Consumer Services,Other Consumer Services
NAO,Nordic American Offshore Ltd,0.925,56135333.48,2014,Transportation,Marine Transportation
NAT,Nordic American Tankers Limited,8.14,830033081.2,n/a,Consumer Services,Marine Transportation
JWN,"Nordstrom, Inc.",46.57,7770262806,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
NSC,Norfolk Souther Corporation,111.58,34669457408,n/a,Transportation,Railroads
NTL,Nortel Inversora SA,27.2,3699665120,1997,Public Utilities,Telecommunications Equipment
NOA,"North American Energy Partners, Inc.",5.1,160470515.7,2006,Energy,Oilfield Services/Equipment
NADL,North Atlantic Drilling Ltd.,2.1,50639887.2,2014,Energy,Oil & Gas Production
NRT,North European Oil Royality Trust,7.47,68653707.3,n/a,Energy,Oil & Gas Production
NOC,Northrop Grumman Corporation,240.2,41989789796,n/a,Capital Goods,Industrial Machinery/Components
NRE,NorthStar Realty Europe Corp.,11.26,618208343,2015,Consumer Services,Real Estate Investment Trusts
NWN,Northwest Natural Gas Company,59.55,1704935973,n/a,Public Utilities,Oil/Gas Transmission
NWE,NorthWestern Corporation,59.78,2889481006,n/a,Public Utilities,Power Generation
NVS,Novartis AG,73.15,1.73662E+11,n/a,Health Care,Major Pharmaceuticals
NVO,Novo Nordisk A/S,35.75,91162500000,n/a,Health Care,Major Pharmaceuticals
DNOW,NOW Inc.,16.65,1789520555,2014,Energy,Metal Fabrications
NQ,NQ Mobile Inc.,3.72,341748145.3,2011,Technology,Computer Software: Prepackaged Software
NRG,"NRG Energy, Inc.",18.39,5812722013,n/a,Public Utilities,Electric Utilities: Central
NYLD,"NRG Yield, Inc.",17.2,3145081129,2015,Public Utilities,Electric Utilities: Central
NYLD.A,"NRG Yield, Inc.",n/a,0,n/a,n/a,n/a
DCM,"NTT DOCOMO, Inc",23.63,87539357326,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
NUS,"Nu Skin Enterprises, Inc.",54.01,2852915572,1996,Health Care,Other Pharmaceuticals
NUE,Nucor Corporation,56.96,18170023267,n/a,Basic Industries,Steel/Iron Ore
NS,Nustar Energy L.P.,47.39,3727499215,n/a,Energy,Natural Gas Distribution
NS^A,Nustar Energy L.P.,26.94,0,n/a,n/a,n/a
NSH,"Nustar GP Holdings, LLC",27.45,1179025510,n/a,Energy,Natural Gas Distribution
NSS,"NuStar Logistics, L.P.",26.01,0,n/a,Energy,Natural Gas Distribution
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,11.02,140620632.9,2014,n/a,n/a
NVG,Nuveen AMT-Free Municipal Credit Income Fund,14.86,3009936020,2002,n/a,n/a
NUV,Nuveen AMT-Free Municipal Value Fund,9.88,2043929436,1987,n/a,n/a
NUW,Nuveen AMT-Free Municipal Value Fund,17.05,245129947.2,2009,n/a,n/a
NEA,Nuveen AMT-Free Quality Municipal Income Fund,13.6,3573758319,2002,n/a,n/a
NAZ,Nuveen Arizona Quality Municipal Income Fund,13.98,161936337.4,1992,n/a,n/a
NBB,Nuveen Build America Bond Fund,20.82,550938527.7,2010,n/a,n/a
NBD,Nuveen Build America Bond Opportunity Fund,21.49,154840822.5,2010,n/a,n/a
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,14.89,710784989.9,2002,n/a,n/a
NCB,Nuveen California Municipal Value Fund 2,16.98,55909502.64,n/a,n/a,n/a
NCA,"Nuveen California Municipal Value Fund, Inc.",10.21,284566575.4,n/a,n/a,n/a
NAC,Nuveen California Quality Municipal Income Fund,14.63,2122887013,1999,n/a,n/a
NTC,Nuveen Connecticut Quality Municipal Income Fund,12.45,180948001.2,1993,n/a,n/a
JCE,Nuveen Core Equity Alpha Fund,13.8,221099266.8,2007,n/a,n/a
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,10.12,0,2017,n/a,n/a
JQC,Nuveen Credit Strategies Income Fund,8.84,1200180192,2003,n/a,n/a
JDD,Nuveen Diversified Dividend and Income Fund,12.08,238482550.6,2003,n/a,n/a
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,15.81,570509383.5,2014,n/a,n/a
JMF,Nuveen Energy MLP Total Return Fund,13.59,536838023.7,2011,n/a,n/a
NEV,Nuveen Enhanced Municipal Value Fund,14.32,357284973.8,2009,n/a,n/a
JPW,Nuveen Flexible Investment Income Fund,17.11,63285612.5,2013,n/a,n/a
JFR,Nuveen Floating Rate Income Fund,11.48,634217834.9,2004,n/a,n/a
JRO,Nuveen Floating Rate Income Opportuntiy Fund,11.75,453652213.3,2004,n/a,n/a
NKG,Nuveen Georgia Quality Municipal Income Fund ,13.04,137563041.5,2002,n/a,n/a
JGH,Nuveen Global High Income Fund,16.53,384026199.8,2014,n/a,n/a
JHA,Nuveen High Income 2020 Target Term Fund,10.08,295694723.5,2015,n/a,n/a
JHY,Nuveen High Income 2020 Target Term Fund,10.11,139572836.6,2015,n/a,n/a
JHD,Nuveen High Income December 2019 Target Term Fund,10.3,278718854.9,2016,n/a,n/a
JHB,Nuveen High Income November 2021 Target Term Fund,10.02,559768081.6,2016,n/a,n/a
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,15.03,94481856.54,1992,n/a,n/a
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,13.802,54171400.79,1992,n/a,n/a
NID,Nuveen Intermediate Duration Municipal Term Fund,13.11,614985642.6,2012,n/a,n/a
NMY,Nuveen Maryland Quality Municipal Income Fund,12.93,302234405.5,1993,n/a,n/a
NMT,Nuveen Massachusetts Municipal Income Fund,13.83,129285052.8,n/a,n/a,n/a
NUM,Nuveen Michigan Quality Municipal Income Fund,13.52,281363192.2,1991,n/a,n/a
NMS,Nuveen Minnesota Quality Municipal Income Fund,16.6655,92904579.56,2014,n/a,n/a
NOM,Nuveen Missouri Quality Municipal Income Fund,16.016,37480755.31,1993,n/a,n/a
JLS,Nuveen Mortgage Opportunity Term Fund,24.79,393873857.4,2009,n/a,n/a
